id,char1,char2,char3,char4,example,mean,py1,py2,py3,py4,pytone1,pytone2,pytone3,pytone4,source
11650,争,鸡,失,羊,,比喻贪小失大。,zheng,ji,shi,yang,zhēng,jī,shī,yáng,汉·焦延寿《易林》卷八：“争鸡失羊，亡其金囊。”
11651,争,猫,丢,牛,,比喻贪小失大。,zheng,mao,diu,niu,zhēng,māo,diū,niú,
11652,争,权,夺,利,他们就只晓得～，草菅人命。（郭沫若《蔡文姬》第三幕）,争夺权力和利益。,zheng,quan,duo,li,zhēng,quán,duó,lì,
11653,争,先,恐,后,在学校举行的运动会上，各班同学～，奋力争先。,抢着向前，唯恐落后。,zheng,xian,kong,hou,zhēng,xiān,kǒng,hòu,清·张春帆《宦海》第十四回：“一个个争先恐后的直抢上来。”
11654,峥,嵘,岁,月,携来百侣同游。忆往昔～稠。（毛泽东《沁园春·长沙》词）,峥嵘：不平凡，不寻常。形容不平凡的年月。,zheng,rong,sui,yue,zhēng,róng,suì,yuè,
11655,铮,铮,佼,佼,,形容出类拔萃，不同一般。,zheng,zheng,jiao,jiao,zhēng,zhēng,jiǎo,jiǎo,《后汉书·刘盆子传》：“卿所谓铁中铮铮，佣中佼佼者也。”
11656,铮,铮,有,声,,铮铮：金属相击声。比喻为人正直，名声很好。,zheng,zheng,you,sheng,zhēng,zhēng,yǒu,shēng,清·孔尚任《桃花扇》第十二出：“他也是敝世兄，在复社中铮铮有声，岂肯为此？”
11657,蒸,沙,成,饭,,要把沙子蒸成饭。比喻事情不可能成功。,zheng,sha,cheng,fan,zhēng,shā,chéng,fàn,《楞严经》：“若不断淫，修禅定者，如蒸沙石欲其成饭，经千百劫，只名热沙。”
11658,蒸,蒸,日,上,我们伟大的祖国生机勃勃，～。,蒸蒸：一升、兴盛的样子。形容事业一天天向上发展。,zheng,zheng,ri,shang,zhēng,zhēng,rì,shàng,
11659,整,军,经,武,一旦国家无内顾之忧，陛下可以～，对东虏大张挞伐，以雪今日之耻，永绝边境之患。（姚雪垠《李自成》第一卷第三章）,经：治理。整顿军队，经营武备。,zheng,jun,jing,wu,zhěng,jūn,jīng,wǔ,《左传·宣公十二年》：“见可而进，知难而退，军之善政也；兼弱攻昧，武之善经也。子姑整军而经武乎。”
11660,整,装,待,发,,整理好行装，等待出发。,zheng,zhuang,dai,fa,zhěng,zhuāng,dài,fā,
11661,郑,人,买,履,,用来讽刺只信教条，不顾实际的人。,zheng,ren,mai,lv,zhèng,rén,mǎi,lǚ,《韩非子·外储说左上》
11662,郑,人,争,年,,年：年龄。比喻争论的事情既无根据，又无意义。,zheng,ren,zheng,nian,zhèng,rén,zhēng,nián,《韩非子·外储说左上》：“郑人有相与争年者，一人曰：‘吾与尧同年。’其一人曰：‘我与黄帝之兄同年。’讼此而不决，以后息者为胜耳。”
11663,郑,卫,之,音,,郑卫：指春秋时的郑国和卫国。指春秋战国时郑、卫等国的民间音乐。,zheng,wei,zhi,yin,zhèng,wèi,zhī,yīn,《礼记·乐记》：“魏文侯问于子夏曰：‘吾端冕而听古乐，则惟恐卧；听郑卫之音，则不知倦。敢问古乐之如彼，何也？新乐之如此，何也？’”
11664,郑,重,其,事,孙俊英背剪着手，～地在墙前站着看标语。（冯德英《迎春花》第六章）,郑重：审慎，严肃认真。形容说话做事时态度非常严肃认真。,zheng,zhong,qi,shi,zhèng,zhòng,qí,shì,清·曹雪芹《红楼梦》第四回：“所以郑重其事，必得三日后方进门。”
11665,正,本,清,源,～的工作是艰巨复杂的，必须下大力气抓好。,正本：从根本上整顿；清源：从源头上清理。从根本上整顿，从源头上清理。比喻从根本上加以整顿清理。,zheng,ben,qing,yuan,zhèng,běn,qīng,yuán,《汉书·刑法志》：“岂宜惟思所以清原正本之论，删定律令。”《晋书·武帝纪》：“思与天下式明王度，正本清源。”
11666,正,大,光,明,我们做得都是～的事。,心怀坦白，言行正派。,zheng,da,guang,ming,zhèng,dà,guāng,míng,《朱子语类》卷七三：“圣人所说底话，光明正大。”
11667,正,襟,危,坐,Ｒ先生把我请在一把上位的太师椅上坐下，～和我对话起来。（郭沫若《学生时代·到宜兴去》）,襟：衣襟；危坐：端正地坐着。整一整衣服，端正地坐着。形容严肃或拘谨的样子。,zheng,jin,wei,zuo,zhèng,jīn,wēi,zuò,《史记·日者列传》：“宋忠、贾谊瞿然而悟，猎缨正襟危坐。”
11668,正,理,平,治,,指合乎正道的礼法规范，使社会安定有秩序。,zheng,li,ping,zhi,zhèng,lǐ,píng,zhì,《荀子·性恶》：“凡古今天下之所谓善者，正理平治也；所谓恶者，偏险悖乱也。”
11669,正,人,君,子,旬这样的才是斯文骨肉朋友，有意气，有肝胆，相与了这样～，也不枉了。（清·吴敬梓《儒林外史》第十四回）,旧时指品行端正的人。现多作讽刺的用法，指假装正经的人。,zheng,ren,jun,zi,zhèng,rén,jūn,zǐ,《旧唐书·崔胤传》：“胤所悦者阘茸下辈，所恶者正人君子。人人悚惧，朝不保夕。”
11670,正,心,诚,意,,原是儒家提倡的一种修养方法，现也泛指心地端正诚恳。,zheng,xin,cheng,yi,zhèng,xīn,chéng,yì,《礼记·大学》：“欲正其心者，先诚其意。”
11671,正,言,厉,色,黛玉见他说的郑重，又且～，只当是真事。（清·曹雪芹《红楼梦》第十九回）,正：严正；厉：严厉，严肃；色：脸色。形容板着脸，神情非常严厉。,zheng,yan,li,se,zhèng,yán,lì,sè,《汉书·王莽传》：“盱衡厉色，振扬武怒。”《后汉书·翟酺传》：“目见正容，耳闻正言。”
11672,正,颜,厉,色,黛玉见他说的郑重，又且～，只当是真事，因问：“什么事？”（《红楼梦》第十九回）,颜：面容。形容板着脸，神情非常严厉。,zheng,yan,li,se,zhèng,yán,lì,sè,《汉书·王莽传》：“盱衡厉色，振扬武怒。”《后汉书·翟酺传》：“目见正容，耳闻正言。”
11673,正,正,之,旗,看子牙兵按五方而出，左右顾盼，进退舒徐，纪律严肃，井井有条，兵威甚整，真堂堂之阵，～。（明·许仲琳《封神演义》第十三回）,正正：整齐。排列整齐的军旗。借喻强盛整肃的军队。,zheng,zheng,zhi,qi,zhèng,zhèng,zhī,qí,《孙子·军争》：“无要正正之旗，勿击堂堂之阵。”
11674,正,直,无,私,朝内官员皆惧秦桧，无处与岳元帅伸冤，那阴间神道，～，必有报应。”（清·钱彩《说岳全传》第六十九回）,为人做事很正直，没有任何私心。,zheng,zhi,wu,si,zhèng,zhí,wú,sī,《左传·庄公三十二年》：“神，聪明正直而壹者也。”孔颖达疏：“襄七年传曰：‘正直为正，正曲为直。’言正者能自正，直者能正人曲，而壹者言其一心不二也。”
11675,正,中,下,怀,不想他那里来请，～。（明·兰陵笑笑生《金瓶梅词话》第五十回）,正合自己的心意。,zheng,zhong,xia,huai,zhèng,zhòng,xià,huái,《后汉书·刘玄传》：“帝方对我饮，正用此时持事来乎！”
11676,政,出,多,门,,原意是政令出自几个卿大夫的门下。指中央领导软弱，国家权力分散。,zheng,chu,duo,men,zhèng,chū,duō,mén,《左传·成公十六年》：“鲁之有季孟，犹晋之有栾范也，政令于是乎成。今其谋曰：‘晋政多门，不可从也。’”
11677,政,简,刑,清,安太爷做了一年嘉兴县令，倒是～，上司很说他能干。（《晚清文学丛钞·中国现在记》第十一回）,旧时形容法令简，社会风气好，犯罪的人少。常用作称道地方官政绩的话。,zheng,jian,xing,qing,zhèng,jiǎn,xíng,qīng,
11678,政,由,己,出,独有为贵大臣告者，台阁之上，～，龙行虎步，高下在心。（章炳麟《为民报封禁事移让日本内务大臣平田东助书·三》）,政令由一己发出。指把持大权，独断专行。,zheng,you,ji,chu,zhèng,yóu,jǐ,chū,《史记·项羽本纪》：“三年，遂将五诸侯灭秦，分裂天下，而封王侯，政由羽出，号为‘霸王’。”
11679,政,以,贿,成,目下～，豺狼当道，我即或在这里再多住几时，也不见得有甚么利益。（《晚清文学丛钞·冷眼观》第二十七回）,形容旧社会政治腐败，官场黑暗，不行贿就办不成事。,zheng,yi,hui,cheng,zhèng,yǐ,huì,chéng,《左传·襄公十年》：“政以贿成，而刑放于宠。”
11680,之,乎,者,也,他对人说话，总是满口～，叫人半懂不懂的。,这四个字都是文言虚词，讽刺人说话喜欢咬文嚼字。也形容半文不白的话或文章。,zhi,hu,zhe,ye,zhī,hū,zhě,yě,宋·文莹《湘山野录》：“之乎者也，助得甚事？”
11681,之,死,靡,它,妾此生不二，～。（清·蒲松龄《聊斋志异·罗刹海市》）,之：到；靡：没有；它：别的。到死也不变心。形容爱情专一，致死不变。现也形容立场坚定。,zhi,si,mi,ta,zhī,sǐ,mǐ,tā,《诗经·鄘风·柏舟》：“之死矢靡它，母也天只，不谅人只。”
11682,芝,艾,俱,焚,,芝艾：比喻美和恶。芝艾同被烧毁。比喻好的坏的同归于尽。,zhi,ai,ju,fen,zhī,ài,jù,fén,《三国志·魏志·公孙度传》裴松之注引《魏略》：“若苗秽害田，随风烈火，芝艾俱焚，安能自别乎？”
11683,芝,焚,蕙,叹,今日油烹蒯彻，正所谓兔死狐悲，～，请丞相自思之。（元·无名氏《赚蒯通》第四折）,芝、蕙：同为香草名；焚：烧。芝草被焚，蕙草伤叹。比喻因同类遭到不幸而悲伤。,zhi,fen,hui,tan,zhī,fén,huì,tàn,晋·陆机《叹逝赋》：“信松茂而柏悦，嗟芝焚而蕙叹。”
11684,芝,兰,玉,树,,比喻有出息的子弟。,zhi,lan,yu,shu,zhī,lán,yù,shù,《晋书·谢安传》：“譬如芝兰玉树，欲使其生于庭阶耳。”
11685,芝,兰,之,室,,比喻良好的环境。,zhi,lan,zhi,shi,zhī,lán,zhī,shì,汉·戴德《大戴礼》：“与君子游，苾乎如入兰芷之室，久而不闻，则与之化矣。”《孔子家语·六本》：“与善人居，如入芝兰之室，久而不闻其香，即与之化矣。”
11686,支,离,破,碎,我们不要把文章分析得～。,支离：零散，残缺。形容事物零散破碎，不完整。,zhi,li,po,sui,zhī,lí,pò,suì,清·魏僖《尧峰文钞·答陈霭公论文书一》：“而及其求之以道，则小者多支离破碎而不合，大者乃敢于披猖磔裂，尽决去圣人畔岸，而剪拔其藩篱。”
11687,支,吾,其,词,,支吾：说话含混躲闪。指用含混的话搪塞应付，以掩盖真实情况。,zhi,wu,qi,ci,zhī,wū,qí,cí,清·李宝嘉《官场现形记》第三十二回：“余荩臣见王小五子揭出他的短处，只得支吾其词道：‘他的差使本来要委的了。银子是他该我的，如今他还我，并不是花了钱买差使的。’”
11688,只,鸡,斗,酒,,斗：酒器。准备好一只鸡，一壶酒。原指对死者的祭奠物品，多用作追悼亡友之辞。后也指招待来客。,zhi,ji,dou,jiu,zhī,jī,dǒu,jiǔ,汉·曹操《祀故太尉桥玄文》：“殂逝之后，路有经由，不以斗酒只鸡过相沃酹，车过三步，腹痛勿怪。”
11689,只,鸡,絮,酒,,指悼念故人，祭品菲薄。,zhi,ji,xu,jiu,zhī,jī,xù,jiǔ,《后汉书·徐徲传》：“徲尝为太尉黄琼所辟，不就。及琼卒归葬，徲乃负粮徒步到江夏赴之，设鸡酒薄祭，哭毕而去。不告姓名。”
11690,只,轮,不,返,兵贵神速，今夜分四路去劫大寨，杀得他～。（清·陈忱《水浒后传》第七回）,只：一个。连战车的一只轮子都未能返回。比喻全军覆没。,zhi,lun,bu,fan,zhī,lún,bù,fǎn,《公羊传·僖公三十三年》：“然而晋人与姜戎要之殽而击之，匹马只轮无反者。”
11691,只,轮,无,反,今日不是某夸口自荐，若用某为将，必使齐兵只轮不返。（明·冯梦龙《东周列国志》第八十六回）,连战车的一只轮子都未能返回。比喻全军覆没。,zhi,lun,wu,fan,zhī,lún,wú,fǎn,《公羊传·僖公三十三年》：“然而晋人与姜戎要之殽而击之，匹马只轮无反者。”
11692,只,言,片,语,其中或者有～可采，敬烦删定。（高阳《胭脂井》）,个别词句或片断的话。,zhi,yan,pian,yu,zhī,yán,piàn,yǔ,
11693,只,字,不,提,,只：一个。一个字也不谈起。比喻有意不说。,zhi,zi,bu,ti,zhī,zì,bù,tí,
11694,织,楚,成,门,,形容房屋简陋。,zhi,chu,cheng,men,zhī,chǔ,chéng,mén,南朝梁·沈约《郊居赋》：“织宿楚以成门，籍外扉而为户。”
11695,织,当,访,婢,,比喻办事应该向内行请教。,zhi,dang,fang,bi,zhī,dāng,fǎng,bì,《宋书·沈庆之传》：“治国如治家，耕当问奴，织当访婢。陛下今欲伐国，而与白面书生谋之，事何由济？”
11696,知,白,守,黑,,意思是对是非黑白，虽然明白，还当保持暗昧，如无所见。这是道家的消极处世态度。,zhi,bai,shou,hei,zhī,bái,shǒu,hēi,《老子》：“知其白，守其黑，为天下式。”
11697,知,彼,知,己,对付敌人，一定要～，才能百战百胜。,原意是如果对敌我双方的情况都能了解透彻，打起仗来就可以立于不败之地。泛指对双方情况都很了解。,zhi,bi,zhi,ji,zhī,bǐ,zhī,jǐ,《孙子·谋攻》：“知己知彼，百战不殆。”
11698,知,己,知,彼,对付敌人，一定要～，才能百战百胜。（曲波《林海雪原》十一）,原意是如果对敌我双方的情况都能了解透彻，打起仗来就可以立于不败之地。泛指对双方情况都很了解。,zhi,ji,zhi,bi,zhī,jǐ,zhī,bǐ,《孙子·谋攻》：“知己知彼，百战不殆。”
11699,知,法,犯,法,对～的人，应该严惩不贷。,知道法律，又违反法律。指明知故犯。,zhi,fa,fan,fa,zhī,fǎ,fàn,fǎ,清·吴敬梓《儒林外史》第四回：“好僧官老爷！知法犯法！”
11700,知,过,必,改,是呀，我是个旧脑瓜子，我是个夹生饭，往后我～。（周立波《暴风骤雨》第二部·十）,认识到自己错了就一定要改。,zhi,guo,bi,gai,zhī,guò,bì,gǎi,《论语·子罕》：“过则勿惮改。”南朝梁·周兴嗣《千字文》：“知过必改，得能莫忘。”
11701,知,尽,能,索,,比喻智慧能力都竭尽了。,zhi,jin,neng,suo,zhī,jìn,néng,suǒ,《史记·货殖列传》：“农工商贾畜长，固求富益货也。此有知尽能索耳，终不余力而让财矣。”
11702,知,来,藏,往,,指对未来有所预见，对已往心中了然。,zhi,lai,cang,wang,zhī,lái,cáng,wǎng,《周易·系辞上》：“神以知来，知以藏往。”
11703,知,命,不,忧,,识天命者无忧虑。,zhi,ming,bu,you,zhī,mìng,bù,yōu,《周易·系辞上》：“乐天知命，故不忧。”
11704,知,命,之,年,,知道自己命运的年龄。指50岁。,zhi,ming,zhi,nian,zhī,mìng,zhī,nián,《论语·为政》：“五十而知天命。”
11705,知,难,而,进,我们在学习中要～，绝不可知难而退。,迎着困难上。,zhi,nan,er,jin,zhī,nán,ér,jìn,
11706,知,难,而,退,尤其是因为在那一级里有三、四个“吵客”，弄得那位英文教员不得不～。（邹韬奋《经历·新饭碗问题》）,原指作战要见机而行，不要做实际上无法办到的事。后泛指知道事情困难就后退。,zhi,nan,er,tui,zhī,nán,ér,tuì,《左传·宣公十二年》：“见可而行，知难而退，军之善政也。”
11707,知,情,达,理,他是个～的人，从来不胡搅蛮缠。,通人情，懂道理。,zhi,qing,da,li,zhī,qíng,dá,lǐ,
11708,知,人,论,世,不过倘要研究文学或某一作家，所谓“～”，那么，足以应用的选本就很难得。（鲁迅《且介亭杂文二集·“题未定”草》）,原指了解一个人并研究他所处的时代背景。现也指鉴别人物的好坏，议论世事的得失。,zhi,ren,lun,shi,zhī,rén,lùn,shì,《孟子·万章下》：“颂其诗，读其书，不知其人可乎？是以论其世也。”
11709,知,人,善,任,只有～，才能人尽其才。,知：了解，知道；任：任用，使用。善于认识人的品德和才能，最合理地使用。,zhi,ren,shan,ren,zhī,rén,shàn,rèn,汉·班彪《王命论》：“盖在高祖，其兴也有五：一曰帝尧之功裔，二曰体貌多奇异，三曰神武有征应，四曰宽明而仁恕，五曰知人善任使。”
11710,知,人,之,明,前任督宪是兄弟同门世好，最有～。阁下不以兄弟不才，时加教诲，为幸多矣！（清·吴趼人《二十年目睹之怪现状》第七十二回）,能看出人的品行才能的眼力。,zhi,ren,zhi,ming,zhī,rén,zhī,míng,
11711,知,荣,守,辱,,守：安于。虽然知道怎样可得到荣誉，却安于受屈辱的地位。,zhi,rong,shou,ru,zhī,róng,shǒu,rǔ,《老子》第二十八章：“知其荣，守其辱，为天下谷。”
11712,知,书,达,礼,老师希望我们健康成长，要～，全面发展。,知、达：懂得。有文化，懂礼貌。形容有教养。,zhi,shu,da,li,zhī,shū,dá,lǐ,元·无名氏《冯玉兰》第一折：“只我这知书达礼当恭谨，怎肯着出乖露丑遭谈论。”
11713,知,疼,着,热,无奈二姐儿倒是个多情人，以为贾琏是终身之主了，凡事倒还～。（清·曹雪芹《红楼梦》第六十五回）,形容对人十分关心爱护（多指亲人）。,zhi,teng,zhao,re,zhī,téng,zháo,rè,
11714,知,我,罪,我,,形容别人对自己的毁誉。,zhi,wo,zui,wo,zhī,wǒ,zuì,wǒ,《孟子·滕文公下》：“《春秋》，天子之事也。是故孔子曰：‘知我者，其惟《春秋》乎！罪我者，其惟《春秋》乎！’”
11715,知,无,不,言,他非常直爽，别人对向他请教，他总是～。,凡是知道的没有不说的。,zhi,wu,bu,yan,zhī,wú,bù,yán,宋·苏洵《衡论·远虑》：“知无不言，言无不尽，百人誉之不加密，百人毁之不加疏。”
11716,知,小,谋,大,,指能力太差，不能胜任重大的任务。,zhi,xiao,mou,da,zhī,xiǎo,móu,dà,《易·系辞下》：“德薄而位尊，知小而谋大，力小而任重，鲜不及也。”
11717,知,雄,守,雌,,雄：雄强；雌：雌伏，不倔强。弃刚守柔。比喻与人无争。,zhi,xiong,shou,ci,zhī,xióng,shǒu,cí,《老子》第二十八章：“知其雄，守其雌，为天下奚。”
11718,知,一,万,毕,,指理解本质，万事尽通。,zhi,yi,wan,bi,zhī,yī,wàn,bì,《庄子·天地》：“通于一而万事毕。”
11719,知,易,行,难,现在提出这问题，盖亦～，遂只得空口说白话，而望垦辟于健者也。（鲁迅《准风月谈·我们怎样教育儿童的？》）,知：懂得。认识事情的道理较易，实行其事较难。,zhi,yi,xing,nan,zhī,yì,xíng,nán,《尚书·说命中》：“说拜稽首曰：‘非知之艰，行之惟艰。’”孔传：“言知之易，行之难。”
11720,知,止,不,殆,甚爱必大费，多藏必厚仁，知足不辱，～。（明·赵弼《两教辨》）,殆：危险。知道适可而止的人就不会遇到危险。旧时劝人行事不要过分。,zhi,zhi,bu,dai,zhī,zhǐ,bù,dài,《老子》第四十四章：“知足不辱，知止不殆，可以长久。”
11721,知,足,不,辱,常言：“～。”官人宜急流勇退，为山林娱老之计。（明·冯梦龙《警世通言》卷三十一）,知道满足就不会受到羞辱。表示不要有贪心。,zhi,zu,bu,ru,zhī,zú,bù,rǔ,《老子》第四十四章：“知足不辱，知止不殆，可以长久。”《汉书·疏广传》：“吾闻知足不辱，知止不殆。”
11722,脂,膏,不,润,,比喻为人廉洁，不贪财物。,zhi,gao,bu,run,zhī,gāo,bù,rùn,《东观汉记·孔奋》：“直脂膏中，亦不能润。”
11723,直,捣,黄,龙,～君莫懈，福星高照古神州。（吴玉章《和印泉老兄“七七”三年抗战纪念感赋原韵》）,黄龙：即黄龙府，辖地在今吉林一带，为金人的腹了。一直打到黄龙府。指捣毁敌人的巢穴。,zhi,dao,huang,long,zhí,dǎo,huáng,lóng,《宋史·岳飞传》：“金将军韩常欲以五万众内附。飞大喜，语其下曰：‘直抵黄龙府，与诸君痛饮尔！’”
11724,直,道,而,行,,比喻办事公正。,zhi,dao,er,xing,zhí,dào,ér,xíng,《论语·卫灵公》：“斯民也，三代之所以直道而行也。”
11725,直,截,了,当,他说话、办事～，认真干脆。,形容说话做事爽快、干脆。,zhi,jie,liao,dang,zhí,jié,liǎo,dàng,清·李汝珍《镜花缘》第六十五回：“紫芝妹妹嘴虽利害，好在心口如一，直截了当，倒是一个极爽快的。”
11726,直,谅,多,闻,文章经国之大业，不朽之盛事；世有～，引绳墨经纠余不逮者，祷祀求之矣。（清·黎庶昌《续古文辞类篡序》）,直：正直；谅：信实；多闻：学识渊博。为人正直信实，学识广博。,zhi,liang,duo,wen,zhí,liàng,duō,wén,《论语·季氏》：“益者三友，损者三友。友直，友谅，友多闻，益矣。友便辟，友善柔，友便佞，损也。”
11727,直,眉,瞪,眼,连司棋也都气了个～，无计挽回。只得罢了。（清·曹雪芹《红楼梦》第六十二回）,形容发脾气或发呆的样子。,zhi,mei,deng,yan,zhí,méi,dèng,yǎn,
11728,直,木,必,伐,,直木：笔直的树木；伐：砍。成材的树必被砍伐。比喻正直的人容易招怨。,zhi,mu,bi,fa,zhí,mù,bì,fá,《逸周书·周祝》：“甘泉必竭，直木必伐。”《庄子·山木》：“是故其行列不斥，而外人卒不得害，是以免于患。直木先伐，甘井先竭。”
11729,直,内,方,外,,形容内心正直、做事方正。,zhi,nei,fang,wai,zhí,nèi,fāng,wài,《易·坤》：“君子敬以直内，义以方外。”
11730,直,情,径,行,～，视毁誉如风而不恤。（宋·陈亮《谢罗尚书启》）,径：直；行：从事。凭着自己的意思径直地去做。比喻想怎么干就怎么干。,zhi,qing,jing,xing,zhí,qíng,jìng,xíng,《礼记·檀弓下》：“有直情而径行者，戎狄之道也。”
11731,直,抒,己,见,讨论会上，大家热涌跃发言，～。,坦率地发表自己的意见。,zhi,shu,ji,jian,zhí,shū,jǐ,jiàn,
11732,直,言,不,讳,这倒不必多心，我是个无党无派的人，才敢这样～。（梁斌《红旗谱》五十二）,讳：避忌，隐讳。说话坦率，毫无顾忌。,zhi,yan,bu,hui,zhí,yán,bù,huì,《晋书·刘隗传》：“臣鉴先征，窃惟今事，是以敢肆狂瞽，直言无讳。”
11733,直,言,贾,祸,,直：坦率、直爽；贾：买，引伸为招致。指说话坦率的人会惹祸。,zhi,yan,gu,huo,zhí,yán,gǔ,huò,《左传·成公十五年》：“子好直言，必及于难。”
11734,植,党,营,私,一边是认定孩提之童，一片天良，不肯去做罔人；一边是一味的向家庭～，去作那罔人勾当。（清·文康《儿女英雄传》第三十四回）,树立派别，谋取私利。,zhi,dang,ying,si,zhí,dǎng,yíng,sī,《新唐书·萧至忠传》：“时楚客（宗楚客）怀奸植党。”
11735,执,鞭,随,蹬,愿将军不弃，收为步卒，早晚～，死亦甘心。（明·罗贯中《三国演义》第二十八回）,手里拿着马鞭，跟在马镫旁边。比喻因敬仰而愿意追随在左右。,zhi,bian,sui,deng,zhí,biān,suí,dèng,《论语·述而》：“富而可求也，虽执鞭之士，吾亦为之。”
11736,执,而,不,化,若是处处忘不了古人，便是守旧之见，～，那是一辈子做不出事业，不能自立的。（《晚清文学丛钞·中国现在记》第三回）,指固执己见，不知变通。,zhi,er,bu,hua,zhí,ér,bù,huà,《庄子·人世间》：“将执而不化，外合而内不訾，其庸讵可乎？”
11737,执,法,如,山,这位法官一贯秉公办案，～，不徇私情。,执行法律象山一样不可动摇。,zhi,fa,ru,shan,zhí,fǎ,rú,shān,
11738,执,经,问,难,,手捧经书，质疑问难。后多指弟子从师受业。,zhi,jing,wen,nan,zhí,jīng,wèn,nán,《后汉书·儒林传序》：“飨射礼毕，帝正坐自讲，诸儒执经问难于前，冠带缙绅之人，圜桥门而观听者盖亿万计。”
11739,执,柯,作,伐,周亲家家，就是静斋先生～。（清·吴敬梓《儒林外史》第六回）,执：拿着；柯：斧头柄；伐：采伐。手执斧头去采伐。指给人做媒。,zhi,ke,zuo,fa,zhí,kē,zuò,fá,《诗经·豳风·伐柯》：“伐柯如何？匪斧不克。取妻如何？匪媒不得。”
11740,执,两,用,中,,指做事要根据不同情况，采取适宜的办法。,zhi,liang,yong,zhong,zhí,liǎng,yòng,zhōng,《礼记·中庸》：“执其两端，用其中于民，其斯以为舜乎？”
11741,执,迷,不,悟,快叫田见秀跟众贼将前来投降，不要～，自走绝路！（姚雪垠《李自成》第一卷第九章）,执：固执，坚持；迷：迷惑；悟：觉悟。坚持错误而不觉悟。,zhi,mi,bu,wu,zhí,mí,bù,wù,唐·姚思廉《梁书·武帝纪》：“若执迷不悟，距逆王师，大军一临，刑兹罔郝，所谓火烈高原，芝兰同泯。”
11742,跖,犬,吠,尧,,桀的犬向尧狂吠。比喻各为其主。,zhi,quan,fei,yao,zhí,quán,fèi,yáo,《战国策·齐策》：“跖之狗吠尧，非贵跖而贱尧也，狗固吠非其它也。”
11743,止,暴,禁,非,,止、禁：罅；暴、非：指种种坏事。制止种种坏事。,zhi,bao,jin,fei,zhǐ,bào,jǐn,fēi,《庄子·盗跖》：“使子路去其危冠，解其长剑，而受教于子。天下皆曰：‘孔丘能止暴禁非。’”
11744,止,戈,为,武,,意思是武字是止戈两字合成的，所以要能止战，才是真正的武功。后也指不用武力而使对方屈服，才是真正的武功。,zhi,ge,wei,wu,zhǐ,gē,wéi,wǔ,《左传·宣公十二年》：“非尔所知也。夫文，止戈为武。”
11745,止,谈,风,月,,止：只，仅。只谈风、月等景物。隐指莫谈国事。,zhi,tan,feng,yue,zhǐ,tán,fēng,yuè,《南史·徐勉传》：“今昔止可谈风月，不宜及公事。”
11746,止,于,至,善,革命无止境，倘使世上真有什么“～”，这人间世便同时变了凝固的东西了。（鲁迅《而已集·黄花节的杂感》）,止：达到；至：最，极。达到极完美的境界。,zhi,yu,zhi,shan,zhǐ,yú,zhì,shàn,《礼记·大学》：“大学之道，在明明德，在亲民，在止于至善。”
11747,趾,高,气,扬,但是那种～的神情总嫌有些不够大方罢。（闻一多《复古的空气》）,趾高：走路时脚抬得很高；气扬：意气扬扬。走路时脚抬得很高，神气十足。形容骄傲自满，得意忘形的样子。,zhi,gao,qi,yang,zhǐ,gāo,qì,yáng,《左传·桓公十三年》：“举趾高，心不固矣。”《史记·管晏列传》：“意气扬扬，甚自得也。”
11748,只,争,朝,夕,天地转，光阴迫。一万年太久，～。（毛泽东《满江红·和郭沫若同志》词）,朝：早晨；夕：晚上；朝夕：形容时间短暂。比喻抓紧时间，力争在最短的时间内达到目的。,zhi,zheng,zhao,xi,zhǐ,zhēng,zhāo,xī,
11749,咫,尺,千,里,,比喻距离虽近，但很难相见，象是远在天边一样。,zhi,chi,qian,li,zhǐ,chǐ,qiān,lǐ,《南史·萧贲传》：“能书善画，于扇上图山水，咫尺之内，便觉万里为遥。”
11750,咫,尺,天,涯,左右如今也不容相近，～一般，有甚舍不得处？（明·冯梦龙《古今小说》第二十二卷）,咫：古代长度单位，周制八寸，合今市尺六寸二分二厘；咫尺：比喻距离很近。比喻距离虽近，但很难相见，象是远在天边一样。,zhi,chi,tian,ya,zhǐ,chǐ,tiān,yá,《左传·僖公九年》：“天威不违颜咫尺。”
11751,咫,尺,万,里,杜甫歌行，自称鲍、庾，加以时事，大作波涛，～，非虚夸矣。（清·王闿运《湘绮楼论唐诗》）,形容画幅虽小，意境深远。后也指诗文的含意深远。,zhi,chi,wan,li,zhǐ,chǐ,wàn,lǐ,《南史·萧贲传》：“能书善画，于扇上图山水，咫尺之内，便觉万里为遥。”
11752,咫,尺,之,功,,咫尺：比喻微小。微小的功劳。,zhi,chi,zhi,gong,zhǐ,chǐ,zhī,gōng,《战国策·秦策五》：“虽有高世之明，无咫尺之功者，不赏。”
11753,纸,贵,洛,阳,,比喻著作有价值，流传广。,zhi,gui,luo,yang,zhǐ,guì,luò,yáng,《晋书·左思传》：“于是豪贵之家竞相传写，洛阳为之纸贵。”
11754,纸,落,云,烟,,形容落笔轻捷，挥洒自如。,zhi,luo,yun,yan,zhǐ,luò,yún,yān,晋·潘岳《杨荆州诔》：“翰动若飞，纸落如云。”
